"Format","AiM CSV File"
"Session","23.077°N, 113.530°E"
"Vehicle","A03_AF25"
"Racer","AGX_26"
"Championship",""
"Comment",""
"Date","Sunday, January 25, 2026"
"Time","1:57 PM"
"Sample Rate","20"
"Duration","89"
"Segment","Session"
"Beacon Markers","89"
"Segment Times","1:29.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"84.750","5.5589","11","0.0352","0.0077","0.7334","-20.2832","12.5713","-3.6661","27.0000","0.3921","7.0377","23.07712418","113.53022526","55.0417","11.2453","-72.0350","-72.5600","-71.8500","-72.1525","-72.6450","-73.1975","-71.9350","-73.8475","0.6006","0.4225","-2.1934","120.1771","1798.6316","1823.5685","0.1065","2.4028","577.5000","2.7250","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1802.5895","0.0000","0.0000","0.0000","0.0000","0.0000","6.7474","2330.1370","614.3542","2275.0000","957.2292","31.0000","5.0000","3.0000","30.0000","29.0000","11.1501","-0.7239","0.0000","10.8000","0.5387","0.0000","0.0000","0.0000","0.0000","220.4680"
"84.800","5.8482","11","0.0376","0.0323","0.9103","-17.5014","13.4683","-3.6397","27.0000","0.3971","6.9108","23.07712525","113.53022525","55.0312","11.2420","-71.2850","-71.5950","-72.8650","-72.7975","-73.4775","-73.4500","-73.0300","-73.4650","0.6641","0.5322","-1.9707","120.1719","1810.8422","1829.0210","-0.0193","1.1518","577.5000","2.7250","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2283.1157","0.0000","0.0000","0.0000","0.0000","0.0000","7.4421","2339.1895","612.9787","2273.9788","957.1277","30.8298","5.0000","3.0000","30.0000","29.0000","11.2259","-1.1555","0.0000","10.8000","0.5795","0.0000","0.0000","0.0000","0.0000","220.5461"
"84.850","6.0266","11","0.0406","0.0489","1.0933","-15.7920","14.4349","-3.6092","27.0210","0.4000","6.6447","23.07712619","113.53022520","55.0312","11.2320","-71.4925","-72.1100","-71.0775","-73.3050","-73.1625","-72.6075","-72.0950","-73.8475","0.5615","0.5837","-2.1016","120.1458","1808.2106","1812.7053","-0.0141","0.5844","577.5000","2.7250","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2262.2947","0.0000","0.0000","0.0000","0.0000","0.0000","7.9684","2346.5579","609.7872","2270.7874","951.2766","30.2979","5.0000","3.0000","30.0000","29.0000","11.1797","-1.0593","0.0000","10.8000","0.5816","0.0000","0.0000","0.0000","0.0000","220.6282"
"84.900","6.0517","11","0.0442","0.0544","1.2848","-15.5637","15.4976","-3.5734","27.0710","0.4000","6.2149","23.07712694","113.53022509","55.0182","11.2253","-70.9325","-71.9875","-71.5800","-73.0075","-72.8000","-73.3300","-72.1375","-73.6750","0.5146","0.5439","-2.1562","120.1302","1803.1368","1797.9053","-0.0032","0.1210","577.4958","2.6763","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2145.9790","0.0000","0.0000","0.0000","0.0000","0.0000","8.4947","2351.4526","610.1758","2272.3845","950.6594","30.0000","5.0000","3.0000","30.0000","29.0000","11.1225","-0.9020","0.0000","10.8000","0.5121","0.0000","0.0000","0.0000","0.0000","220.7119"
"84.950","6.0821","11","0.0491","0.0597","1.4799","-14.9037","16.9668","-3.5387","27.1000","0.4000","5.7053","23.07712773","113.53022501","54.9531","11.2320","-72.3350","-71.1500","-71.7500","-72.4650","-73.1700","-72.9225","-72.3975","-73.6250","0.6079","0.5205","-2.0098","120.1562","1785.2421","1791.0631","0.0381","0.2035","577.3906","1.4600","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1837.7053","0.0000","0.0000","0.0000","0.0000","0.0000","9.0000","2356.0000","615.1208","2280.0769","956.7033","30.0000","5.0000","3.0000","30.0000","29.0000","11.0467","-0.0020","0.0000","10.8000","0.4268","0.0000","0.0000","0.0000","0.0000","220.7960"
"85.000","6.1199","11","0.0560","0.0644","1.6798","-13.6477","18.9974","-3.5056","27.1000","0.4000","5.1271","23.07712858","113.53022499","54.8880","11.2387","-70.8925","-71.7350","-72.1700","-72.7425","-73.4600","-72.5500","-73.1725","-73.2575","0.6157","0.5063","-1.9990","120.1823","1767.8948","1782.5790","0.0592","0.2284","577.3000","0.4140","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1547.8527","105.2632","0.0000","0.0000","0.0000","0.0000","9.0000","2356.0000","619.6105","2270.6001","960.3052","30.0000","5.0000","3.0000","30.0000","29.0000","10.9732","0.7426","0.0000","5.5705","0.4737","0.0000","0.4842","0.0000","0.0000","220.8806"
"85.050","6.2342","13","0.0655","0.0740","1.8339","-12.6896","21.8074","-3.4818","27.1210","0.4021","4.5498","23.07712949","113.53022492","54.9375","11.2453","-70.8250","-73.2925","-72.1975","-72.6025","-73.4475","-73.9175","-72.2100","-73.4500","0.5408","0.5339","-2.0420","120.1875","1752.1052","1769.4210","0.0231","0.0891","577.3000","0.4140","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1994.1685","2736.8420","0.0000","0.0000","0.0000","4.2737","9.0737","2357.1790","623.8210","2250.6001","962.4105","30.0000","5.0000","3.0000","30.0000","29.0000","10.9163","0.3479","0.0000","0.0000","0.5302","0.0000","1.0000","0.0000","0.0000","220.9659"
"85.100","6.4541","13","0.0786","0.0901","1.9248","-12.1428","25.6937","-3.4709","27.1710","0.4071","3.9979","23.07713048","113.53022479","55.0156","11.2520","-71.4525","-71.9875","-71.4000","-72.8775","-72.9650","-73.1900","-72.1575","-74.0250","0.4951","0.5356","-1.9814","120.1875","1722.1052","1736.3684","-0.0019","-0.0056","577.6032","0.4015","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2391.2632","5000.0000","0.0000","0.0000","0.0000","34.8000","9.6000","2365.6001","623.4681","2149.6382","1097.8085","30.0000","5.0000","3.0000","30.0000","29.0000","10.7886","0.2125","0.0000","0.0000","0.4891","0.0000","1.0000","0.0000","0.0000","221.0534"
"85.150","6.5827","13","0.0889","0.0954","2.0556","-11.2532","28.4523","-3.4524","27.2000","0.4100","3.6822","23.07713144","113.53022470","55.0625","11.2547","-72.5075","-71.5300","-71.7750","-72.5700","-72.6650","-72.7375","-72.3450","-74.0200","0.3795","0.5200","-1.9976","120.1875","1666.8422","1667.9474","-0.0070","-0.0210","578.8663","0.3494","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2486.0000","5000.0000","0.0000","0.0000","0.0000","63.3053","10.1263","2374.6526","621.3405","2017.1915","1285.0426","30.0000","5.0000","3.0000","30.0000","29.0000","10.4097","0.9967","0.0000","0.0000","0.4569","0.0000","1.0000","0.0000","0.0000","221.1433"
"85.200","6.5851","13","0.0951","0.0857","2.2416","-9.8904","29.6538","-3.4233","27.2000","0.4100","3.5343","23.07713236","113.53022465","55.0625","11.2513","-71.2175","-71.4475","-71.9275","-72.9725","-72.5725","-73.1075","-72.0075","-73.6325","0.2255","0.4897","-2.0605","120.1875","1583.9790","1582.0947","-0.0098","-0.0294","579.7000","0.3150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2575.5579","5000.0000","0.0000","0.0000","0.0000","85.4105","10.6526","2385.7053","620.5625","2029.6875","1356.5625","30.0000","5.0000","3.0000","30.0000","29.0000","9.9580","1.1224","0.0000","0.0000","0.4895","0.0000","1.0000","0.0000","0.0000","221.2346"
"85.250","6.7528","13","0.0994","0.0672","2.2972","-7.9437","30.2922","-3.4039","27.2210","0.4142","3.5479","23.07713348","113.53022472","55.0625","11.2480","-71.0950","-70.4925","-71.4650","-72.7475","-74.2425","-72.7150","-71.4125","-73.3525","0.2215","0.5476","-2.0181","120.1875","1468.7158","1475.7789","-0.0098","-0.0294","579.7000","0.3150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2648.7158","5000.0000","0.0000","0.0000","0.0000","100.0000","11.3579","2396.0420","620.0417","2069.7917","1406.0416","30.0000","5.0000","3.0000","30.0000","29.0000","9.3517","-0.1513","0.0000","0.0000","0.5292","0.0000","1.0000","0.0000","0.0000","221.3265"
"85.300","7.1487","13","0.1010","0.0366","2.1727","-5.1906","30.1530","-3.3976","27.2710","0.4242","3.7733","23.07713488","113.53022495","55.1016","11.2513","-71.7550","-71.5725","-67.7000","-72.5825","-72.8300","-73.4650","-71.6800","-73.9950","0.2715","0.5581","-1.9502","120.1875","1353.4526","1360.3263","-0.0098","-0.0265","579.7000","0.3150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2677.1370","5000.0000","0.0000","0.0000","0.0000","100.0000","12.4105","2404.9895","616.1263","2091.3999","1413.8737","30.0000","5.0000","3.0000","30.0000","29.0000","8.6817","-0.6977","0.0000","0.0000","0.5940","0.0000","1.0000","0.0000","0.0000","221.4218"
"85.350","7.2506","13","0.1033","0.0053","2.1913","-3.2352","30.4149","-3.3827","27.3210","0.4321","3.7941","23.07713596","113.53022511","55.1406","11.2547","-71.1925","-71.9175","-71.0425","-72.2475","-72.6050","-71.9450","-72.0650","-72.0250","0.2042","0.4882","-1.9717","120.1875","1238.1895","1237.6947","-0.0098","-0.0214","579.7000","0.3150","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2618.7158","5000.0000","0.0000","0.0000","0.0000","100.0000","13.4632","2416.7158","612.0421","2111.1157","1418.0631","30.0000","5.0000","3.0000","30.0000","29.0000","7.9238","-0.2398","0.0000","0.0000","0.6471","0.0000","1.0000","0.0000","0.0000","221.5213"
"85.400","6.9464","13","0.1065","-0.0271","2.4077","-2.3814","31.2305","-3.3557","27.3710","0.4371","3.5400","23.07713659","113.53022518","55.1719","11.2560","-71.0625","-72.1475","-71.2875","-72.2400","-72.4675","-72.5175","-71.1800","-72.7275","0.1508","0.4832","-1.9727","120.2031","1120.1473","1117.4948","-0.0064","-0.0264","579.8421","0.2857","90.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2645.7473","5000.0000","0.0000","0.0000","0.0000","100.0000","14.5158","2431.9790","614.1473","2116.9053","1421.2211","30.0000","5.0000","3.0000","30.0000","29.0000","7.1757","-0.2827","0.0000","0.0000","0.6755","0.0000","1.0000","0.0000","0.0000","221.6208"
"85.450","6.6160","13","0.1004","-0.0843","2.5720","-0.8431","29.4892","-3.3331","27.4000","0.4400","3.5707","23.07713718","113.53022530","55.1979","11.2560","-70.4325","-71.0325","-71.6600","-72.0400","-72.5425","-72.1625","-72.9950","-73.4625","0.1182","0.5127","-1.8853","120.2292","1000.6737","998.5474","-0.0012","-0.0367","580.1053","0.2315","90.0000","0.0000","0.0000","0.0737","3.1474","0.9263","0.0000","2.0737","0.9263","2.0000","2.0000","0.0737","1.0000","1.0000","0.0737","1.0000","0.0737","0.0000","0.0000","0.0000","2781.5369","5000.0000","0.0000","0.0000","0.0000","100.0000","15.2967","2444.9341","612.0425","2120.2126","1464.9149","30.0000","5.0000","3.0000","30.0000","29.0000","6.4368","-0.7880","0.0000","0.0000","0.6816","0.0000","1.0000","0.0000","0.0000","221.7159"
"85.500","6.2497","13","0.0815","-0.1759","2.6642","1.6406","24.2169","-3.3167","27.4000","0.4400","4.1073","23.07713770","113.53022549","55.2057","11.2560","-71.6775","-71.2850","-71.2250","-72.1575","-72.3000","-72.2725","-72.5350","-73.6675","-0.1104","0.4666","-1.8096","120.2500","807.2000","776.4000","0.0000","-0.0235","580.0989","0.1406","90.0000","0.0000","0.0000","0.6000","4.2000","0.4000","0.0000","2.6000","0.4000","2.0000","2.0000","0.6000","1.0000","1.0000","0.6000","1.0000","0.6000","0.0000","0.0000","0.0000","2847.9790","5000.0000","0.0000","0.0000","0.0000","100.0000","15.8462","2455.9231","579.0638","2105.3191","1805.8723","30.0000","5.0000","3.0000","30.0000","29.0000","5.3102","-0.2230","0.0000","0.0000","0.6569","0.0000","1.0000","0.0000","0.0000","221.8065"
"85.550","5.7457","13","0.0638","-0.2617","2.9805","2.7267","19.4823","-3.2924","27.4210","0.4400","4.6938","23.07713799","113.53022556","55.1406","11.2560","-71.8850","-71.9525","-70.7575","-72.4500","-72.6700","-72.7850","-71.6925","-73.7400","-0.3131","0.4397","-1.8735","120.2500","590.3579","521.6631","0.0000","-0.0029","579.9411","0.0290","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","2855.3474","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2459.3831","556.6250","2096.3750","2075.3750","30.0000","5.0000","3.0000","30.0000","29.0000","3.9460","0.9981","0.0000","0.0000","0.4685","0.0000","1.0000","0.0000","0.0000","221.8917"
"85.600","5.0519","13","0.0479","-0.3395","3.6060","1.8830","15.4903","-3.2572","27.4710","0.4400","5.1906","23.07713795","113.53022547","55.0755","11.2560","-70.7200","-71.6425","-71.4225","-72.9200","-72.5400","-73.4000","-72.9275","-73.6450","-0.2922","0.4539","-1.8916","120.2500","356.7684","303.5895","0.0000","0.0000","579.9000","0.0000","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2459.9148","567.5625","2106.2708","2118.6042","30.0000","5.0000","3.0000","30.0000","29.0000","2.5136","0.8019","0.0000","0.0000","0.1290","0.0000","1.0000","0.0000","0.0000","221.9695"
"85.650","4.2334","13","0.0261","-0.3977","4.6316","0.0446","8.4463","-3.2263","27.5000","0.4316","7.9770","23.07713773","113.53022532","55.0521","11.2640","-70.7625","-71.6675","-71.7725","-72.4225","-72.4475","-72.3975","-72.6625","-73.6250","-0.0535","0.5122","-1.8940","120.2708","120.4526","91.4842","0.0000","0.0000","579.9000","0.0000","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.8211","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2460.9231","580.5579","2115.1895","2151.7053","30.0000","5.0000","3.0000","30.0000","29.0000","1.0546","0.0545","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.0365"
"85.700","3.2427","13","-0.0038","-0.4288","6.2094","-3.1672","-2.8123","-3.2017","27.5000","0.4116","18.3513","23.07713724","113.53022508","55.0391","11.2740","-70.6550","-71.3200","-71.9175","-72.1550","-72.9100","-72.7650","-72.5100","-73.5725","0.3645","0.5376","-2.0723","120.2969","-16478.3047","-16490.6426","0.0000","-0.0050","579.9000","0.0000","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.2947","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2462.0107","597.9263","2122.0315","2163.2842","30.0000","5.0000","3.0000","30.0000","29.0000","0.3104","-0.0886","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.0917"
"85.750","2.3521","13","-0.0294","-0.4381","8.8061","-4.0651","-7.3804","-3.1837","27.5000","0.3874","5.0722","23.07713682","113.53022494","55.0260","11.2680","-71.0975","-70.6200","-71.0975","-72.1250","-73.5775","-71.7725","-71.6075","-72.5650","0.7244","0.5381","-2.1104","120.2708","-31688.6738","-31685.7676","0.0000","-0.0095","579.9000","0.0000","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2462.5425","609.5474","2127.1052","2171.5474","30.0000","5.0000","3.0000","30.0000","29.0000","-0.2770","-0.0992","0.3789","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.1340"
"85.800","1.5996","13","-0.0494","-0.4172","12.8098","-1.7675","-2.7093","-3.1749","27.5000","0.3574","9.3970","23.07713649","113.53022495","55.0130","11.2380","-71.1350","-71.9175","-70.5700","-73.1225","-72.9525","-72.9800","-71.0700","-73.3200","0.7446","0.5474","-2.0449","120.1667","-14466.5684","-14465.2422","0.0000","-0.0043","580.1474","-0.0005","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2462.8462","613.2316","2129.7368","2175.2317","30.0000","5.0000","3.0000","30.0000","29.0000","-0.2020","-0.0274","0.9053","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.1650"
"85.850","1.0907","13","-0.0481","-0.3200","17.7527","-3.5274","0.0000","-3.1526","27.5000","0.3295","10000.0000","23.07713630","113.53022496","55.0000","11.2080","-71.3350","-72.3450","-71.0250","-72.5775","-74.2300","-72.8300","-71.3150","-74.9700","0.5811","0.5576","-2.1055","120.0625","0.0000","0.0000","0.0000","0.0000","580.4000","-0.0010","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2461.7473","616.0947","2132.0947","2176.4526","30.0000","5.0000","3.0000","30.0000","29.0000","-0.0735","0.0453","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.1847"
"85.900","0.9179","13","-0.0177","-0.1175","23.9925","-10.8906","0.0000","-3.1117","27.5000","0.3045","10000.0000","23.07713629","113.53022496","55.0000","11.2213","-71.0600","-71.7975","-70.8625","-71.8600","-72.4000","-71.7525","-72.4250","-73.3600","0.5693","0.5376","-2.0918","120.0885","0.0000","0.0000","0.0000","0.0000","580.4000","-0.0010","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2459.9788","618.2000","2134.2000","2175.3999","30.0000","5.0000","3.0000","30.0000","29.0000","-0.1493","-0.1916","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.1993"
"85.950","0.7489","13","0.0000","0.0000","29.9009","-13.7896","0.0000","-3.0926","27.5000","0.2837","10000.0000","23.07713636","113.53022499","55.0000","11.2347","-71.9450","-71.9500","-71.1800","-72.0125","-72.2100","-72.8750","-71.6275","-72.5800","0.6667","0.5190","-2.0615","120.1146","0.0000","0.0000","0.0000","0.0000","580.4000","-0.0010","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2456.7874","617.3684","2134.3474","2173.0420","30.0000","5.0000","3.0000","30.0000","29.0000","-0.2069","-0.3747","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.2115"
"86.000","0.5848","13","0.0000","0.0000","35.3516","-10.5239","0.0000","-3.1036","27.5000","0.2687","10000.0000","23.07713655","113.53022507","55.0000","11.2380","-70.2875","-72.1050","-70.9350","-72.2725","-72.9850","-72.2850","-71.5425","-72.7625","0.6274","0.5215","-2.0684","120.1406","0.0000","0.0000","0.0000","0.0000","580.4000","-0.0010","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2456.2087","614.7368","2133.2947","2169.8843","30.0000","5.0000","3.0000","30.0000","29.0000","-0.1311","-0.1642","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.2214"
"86.050","0.4679","11","0.0000","0.0000","42.0986","-5.3160","0.0000","-3.1085","27.5000","0.2516","10000.0000","23.07713672","113.53022514","55.0000","11.2347","-70.6725","-71.2850","-70.1400","-72.8375","-72.3900","-72.2825","-71.8250","-73.4425","0.5820","0.5342","-2.0918","120.1667","0.0000","0.0000","0.0000","0.0000","580.4000","-0.0010","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.0000","2458.9561","614.3790","2134.5159","2170.5159","30.0000","5.0000","3.0000","30.0000","29.0000","-0.0803","0.0012","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.2289"
"86.100","0.4161","11","0.0000","0.0000","50.6356","2.5741","0.0000","-3.1050","27.5000","0.2316","10000.0000","23.07713685","113.53022520","55.0104","11.2333","-70.7075","-71.8075","-70.4200","-71.9400","-72.0925","-72.3650","-71.3500","-72.1975","0.6348","0.5264","-2.0664","120.1875","0.0000","0.0000","0.0000","0.0000","580.4000","-0.0010","90.0000","0.0000","0.0000","1.0000","5.0000","0.0000","0.0000","3.0000","0.0000","2.0000","2.0000","1.0000","1.0000","1.0000","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2858.0000","5000.0000","0.0000","0.0000","0.0000","100.0000","16.3298","2463.9575","614.9053","2136.6211","2172.6211","30.0000","5.0000","3.0000","30.0000","29.0000","-0.1182","0.0064","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","222.2352"
